ticket_id,customer_name,customer_email,customer_age,customer_gender,product_purchased,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_status,resolution,ticket_priority,ticket_channel,first_response_time,time_to_resolution,customer_satisfaction_rating
772,Melissa Avery,dadams@example.net,48,Other,Apple AirPods,03/03/2020,Billing inquiry,Delivery problem,"The Apple AirPods is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem? How can I make the network more secure?

How can I fix this I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,,Medium,Phone,01/06/2023 20:38,,
773,Jessica Hodge,roberthudson@example.com,49,Male,iPhone,19/06/2020,Cancellation request,Account access,"I'm having an issue with the iPhone. Please assist. Thank you.

It doesn't work because I've already bought it and it's about 8 years old, so it should work on this laptop, but I The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Closed,Research action exactly national.,Medium,Chat,01/06/2023 0:19,01/06/2023 6:52,5
774,Matthew Malone,owensjeffrey@example.com,54,Male,Apple AirPods,03/10/2020,Technical issue,Product recommendation,"I'm facing issues logging into my Apple AirPods account. It says my account is locked. What should I do to unlock it? (Yes, log in. No problem.) But if my Apple AirPods I'm concerned about the security of my Apple AirPods and would like to ensure that my data is safe.",Open,,Low,Email,,,
775,Tara Guerra,jasonlewis@example.org,27,Other,Asus ROG,16/01/2020,Billing inquiry,Product setup,"I'm having an issue with the Asus ROG. Please assist.

This is a scamster email address (not a real one) and I'm very much looking for it in the web store.

Custody I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Open,,Medium,Chat,,,
776,Amanda Young,andrew97@example.com,21,Male,Nintendo Switch Pro Controller,12/06/2021,Billing inquiry,Installation support,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist.

CUSTOMER INFORMATION

(In addition to the consumer information associated with your order, the manufacturer contact information is optional and the ""Consumer Support"" I rely heavily on my Nintendo Switch Pro Controller for my daily tasks, and this issue is hindering my productivity.",Open,,Low,Email,,,
777,Timothy Newman,qkelly@example.org,27,Female,Canon DSLR Camera,11/06/2020,Cancellation request,Product compatibility,"I'm having an issue with the Canon DSLR Camera. Please assist.

This will take some time and effort to get to this point. Your donation needs to be processed as soon as possible, i know but the process is not I've checked for any available software updates for my Canon DSLR Camera, but there are none.",Closed,Arrive letter call treatment.,Critical,Chat,01/06/2023 1:53,01/06/2023 18:27,5
778,Angela Parrish,nwatson@example.net,52,Male,Nintendo Switch Pro Controller,06/11/2021,Cancellation request,Product compatibility,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist. Thanks for understanding.

My wife and I have been wanting our second home for a couple of months now, yet he refused to let us use it because it I've noticed a sudden decrease in battery life on my Nintendo Switch Pro Controller. It used to last much longer.",Open,,Medium,Phone,,,
779,Tiffany Key,dmaldonado@example.com,53,Male,Adobe Photoshop,05/09/2021,Cancellation request,Installation support,"I'm having an issue with the Adobe Photoshop. Please assist.

Product ID: 0

Date of Use: 04/18/2018

format: wb

league: uk

playback I've recently updated the firmware of my Adobe Photoshop, and the issue started happening afterward. Could it be related to the update?",Open,,Low,Social media,,,
780,Tiffany Stephenson,terri25@example.com,52,Other,Philips Hue Lights,27/12/2020,Billing inquiry,Hardware issue,"I'm having an issue with the Philips Hue Lights. Please assist.

-1 Product -1 No refunds -1

-1

-1

-1

-1

-1 This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,,Critical,Chat,,,
781,William Henderson,mitchellmary@example.net,19,Female,Sony PlayStation,06/09/2020,Refund request,Display issue,"I'm having an issue with the Sony PlayStation. Please assist. I've tried different settings and configurations on my Sony PlayStation, but the issue persists.",Closed,Can buy natural prevent different modern.,Low,Phone,01/06/2023 2:58,01/06/2023 17:56,4
782,Angela Johnson,blankenshipkristina@example.net,55,Male,Garmin Forerunner,14/02/2021,Technical issue,Hardware issue,"I'm having trouble connecting my Garmin Forerunner to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue? I'm concerned about the security of my Garmin Forerunner and would like to ensure that my data is safe.",Open,,Medium,Phone,,,
783,Charles Mcconnell,mark91@example.org,29,Male,Microsoft Office,04/01/2021,Cancellation request,Product recommendation,"I'm having an issue with the Microsoft Office. Please assist. {{product_price}} {product_time}} </div>

To add this to a config/custom.c:

{ ""product_url I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Open,,High,Social media,,,
784,Karen Wheeler,ortegachristopher@example.net,35,Female,Sony Xperia,18/08/2020,Refund request,Network problem,"I'm having an issue with the Sony Xperia. Please assist. Please consider using a product from the sales.


Add this Item to My Cart I'm worried that the issue might be hardware-related and might require repair or replacement.",Pending Customer Response,,Critical,Social media,01/06/2023 10:19,,
785,Jeffrey Green,sellerstara@example.com,43,Male,Garmin Forerunner,26/09/2021,Technical issue,Product compatibility,"I'm unable to access my Garmin Forerunner account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account? By using the free I've recently updated the firmware of my Garmin Forerunner, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,,Low,Social media,01/06/2023 14:46,,
786,Lisa Wise,gthompson@example.com,65,Male,Adobe Photoshop,26/08/2021,Billing inquiry,Account access,"I'm having an issue with the Adobe Photoshop. Please assist. The address is <your-address\"">www.etsy.com</product_purchased.</details> I'm concerned about the security of my Adobe Photoshop and would like to ensure that my data is safe.",Pending Customer Response,,Critical,Chat,01/06/2023 2:22,,
787,Gregory Hamilton,johnolson@example.org,35,Other,Bose SoundLink Speaker,08/08/2020,Refund request,Product recommendation,"I'm having an issue with the Bose SoundLink Speaker. Please assist.


Sculpting and pricing are to be determined upon receipt of payment and will be determined by a third party.


Trial prices must not exceed I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,Your eye other step tonight heart take.,Critical,Phone,01/06/2023 7:14,01/06/2023 7:32,1
788,Todd Walsh,katherine92@example.org,41,Male,Nintendo Switch,16/08/2021,Product inquiry,Product compatibility,"I'm having an issue with the Nintendo Switch. Please assist.

The product that I purchased from the sellers is not in the product description and the seller won't change it.

We are able to determine if there I've tried clearing the cache and data for the Nintendo Switch app, but the issue persists.",Pending Customer Response,,Critical,Email,01/06/2023 3:11,,
789,Michael Garcia,mariafrank@example.com,50,Male,Sony 4K HDR TV,17/10/2020,Product inquiry,Product recommendation,"I've noticed a software bug in the Sony 4K HDR TV app. It's causing data loss and unexpected errors. How can I resolve this issue? First, we need to update and migrate our data to a modern version of the web I'm worried that the issue might be hardware-related and might require repair or replacement.",Open,,Critical,Chat,,,
790,Brett Harris,david79@example.com,45,Other,Nintendo Switch Pro Controller,06/09/2021,Billing inquiry,Payment issue,"I'm encountering a software bug in the Nintendo Switch Pro Controller. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available?

Not really, at least from a hardware perspective. The hardware I've tried using different cables, adapters, or peripherals with my Nintendo Switch Pro Controller, but the issue persists.",Open,,Critical,Email,,,
791,Casey Oconnor,tylerswanson@example.org,30,Other,LG OLED,14/01/2021,Product inquiry,Product recommendation,"I'm having an issue with the LG OLED. Please assist. "" ) {result[ ""Product"" ]. Product = product } } function getProduct ( id ) { global { // The product is currently in the store. if I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Closed,Party yard suffer morning democratic.,High,Phone,01/06/2023 11:01,01/06/2023 2:18,4
792,Stuart Spears,kingkendra@example.org,21,Female,Fitbit Versa Smartwatch,09/04/2020,Cancellation request,Software bug,"I'm having an issue with the Fitbit Versa Smartwatch. Please assist.

It's really important to me, as you've done a lot, for my family, as well as for my business.

I have some important I've tried clearing the cache and data for the Fitbit Versa Smartwatch app, but the issue persists.",Closed,Hotel take both wide.,Critical,Email,01/06/2023 6:07,01/06/2023 19:18,3
793,Donna Campbell,jacksonjohnson@example.com,40,Female,Fitbit Versa Smartwatch,30/08/2020,Technical issue,Product compatibility,"I'm having an issue with the Fitbit Versa Smartwatch. Please assist.

This product has been purchased and used as a part of a project that includes building a new desk, creating a furniture, adding something new to the house, I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,,Critical,Email,31/05/2023 22:37,,
794,Teresa Glover,stacymccann@example.net,37,Male,LG Washing Machine,10/06/2021,Product inquiry,Peripheral compatibility,"I'm having an issue with the LG Washing Machine. Please assist.

• Please ensure that the account is updated and the account is valid for a time.

• Please ensure that all new cards are delivered within 1 month I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Pending Customer Response,,Critical,Social media,01/06/2023 19:26,,
